id;wid;nama;nm_project;deskripsi_project;iddesa;latitude;longitude;accuracy;status;kode_kategori;kategori_landmark;kode_landmark_tipe;tipe_landmark;user_created_at;user_upload_at;user_creator_nama;photo_url
90692668;HQMATO;BATAS RT 008 RW 002(KOLAM IKAN);0008;RT 008 RW 002;3279010001;-7.380375;108.48834;1.4500000476837;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 17:11:16;2025-08-02 17:11:19;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90692668/photo
90696031;HQMFSX;BATAS RT 008 RW 002(SAWAH PANUUSAN);0008;RT 008 RW 002;3279010001;-7.3807817;108.488345;1.8289999961853;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 17:14:23;2025-08-02 17:14:26;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90696031/photo
90548626;HQDVRM;BATAS RT 009 RW 003(SALURAN AIR);0009;RT 009 RW 003;3279010001;-7.3779432;108.4890331;2.7339999675751;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 14:54:07;2025-08-02 14:54:10;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90548626/photo
90563501;HQERRP;BATAS RT 009 RW 003(SAWAH BUNGUR);0009;RT 009 RW 003;3279010001;-7.3761083;108.4907483;1.7000000476837;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 15:09:53;2025-08-02 15:09:55;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90563501/photo
90574660;HQFIEU;BATAS RT 009 RW 003(SAWAH BUNGUR);0009;RT 009 RW 003;3279010001;-7.3750569166249;108.49081635475;1.3999999761581;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 15:21:09;2025-08-02 15:21:13;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90574660/photo
90697882;HQMIMC;BATAS RT 009 RW 003(PINGGIR SAWAH PANUUSAN);0009;RT 009 RW 003;3279010001;-7.3807717;108.4882983;2.6860001087189;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 17:16:08;2025-08-02 17:16:10;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90697882/photo
90551675;HQEAET;BATAS 2 RT 014 RW 004(SALURAN AIR);0014;RT 014 RW 004;3279010001;-7.3773983925703;108.48908331245;3.2300000190735;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 14:57:16;2025-08-02 14:57:19;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90551675/photo
90572448;HQFEXS;BATAS 3 RT 014 RW 004(SAWAH BUNGUR);0014;RT 014 RW 004;3279010001;-7.3750652291857;108.49079087377;3.2179999351501;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 15:18:46;2025-08-02 15:18:54;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90572448/photo
90611378;HQHKNA;BATAS 4 RT 014 RW 004(SELOKAN);0014;RT 014 RW 004;3279010001;-7.3732500947126;108.48644837737;1.5;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 15:58:37;2025-08-02 15:58:41;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90611378/photo
90633978;HQIRYG;BATAS 5 RT 014 RW 004(SAWAH CIKUPA);0014;RT 014 RW 004;3279010001;-7.3753279060255;108.48494432867;2.7850000858307;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 16:19:18;2025-08-02 16:19:21;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90633978/photo
91025682;HREZJU;BATAS 1 RT 014 RW 004(KEBUN);0014;RT 014 RW 004;3279010001;-7.3778343007401;108.4870518744;3.2760000228882;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-03 12:29:00;2025-08-03 12:29:17;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/91025682/photo
90047687;HPBIQP;BATAS 5 RT 015 RW 006(KEBUN);0015;RT 015 RW 005;3279010001;-7.378077;108.486;2.5999999046326;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 14:43:10;2025-08-01 14:43:12;Emuh Muhtar;https://wilkerstat.bps.go.id/api/landmark/90047687/photo
