id;wid;nama;nm_project;deskripsi_project;iddesa;latitude;longitude;accuracy;status;kode_kategori;kategori_landmark;kode_landmark_tipe;tipe_landmark;user_created_at;user_upload_at;user_creator_nama;photo_url
90001034;HOYRQG;BATAS 1 BENGKEL BPK JENI PSJ;0036;RT 002 RW 010 DUSUN CIMAHPAR;3217010001;-6.9892352;107.2162316;1.5;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 13:21:37;2025-08-01 13:21:53;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/90001034/photo
90001086;HOYRSG;BATAS 1 BENGKEL BPK JENI PSJ;0036;RT 002 RW 010 DUSUN CIMAHPAR;3217010001;-6.9892352;107.2162316;1.5;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 13:21:53;2025-08-01 13:21:59;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/90001086/photo
90023465;HOZYUZ;BATAS 2 GUDANG BPK ABUY PSJ;0036;RT 002 RW 010 DUSUN CIMAHPAR;3217010001;-6.99018;107.2183733;5.4730000495911;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 14:05:23;2025-08-01 14:05:27;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/90023465/photo
90407033;HPVUFP;BATAS 1 RUMAH BPK KAYAT;0041;RT 001 RW 11 DUSUN CIMAHPAR;3217010001;-6.9888233;107.2058116;1.3999999761581;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 11:52:38;2025-08-02 11:52:40;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/90407033/photo
90403596;HPVPDK;BATAS 1 JEMBATAN CITIIS;0044;RT 004 RW 011 DUSUN CIMAHPAR;3217010001;-6.9889634;107.2056982;3;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 11:48:48;2025-08-02 11:48:51;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/90403596/photo
91367985;HRYLTH;BATAS 1 RUMAH BPK ADE;0045;RT 001 RW 012 DUSUN CIMAHPAR;3217010001;-6.9850114;107.188444;2.2000000476837;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 08:41:16;2025-08-04 08:41:21;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91367985/photo
91699228;HSRHTK;BATAS 2 JL CIBURAYUT ARAH JOLOK;0045;RT 001 RW 012 DUSUN CIMAHPAR;3217010001;-6.9845846;107.1928525;3.5060000419617;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 15:07:40;2025-08-04 15:07:46;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91699228/photo
91368906;HRYNCS;BATAS 1 RUMAH BPK ADE;0046;RT 002 RW 012 DUSUN CIMAHPAR;3217010001;-6.9849948196034;107.18860857189;1.5;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 08:42:56;2025-08-04 08:43:00;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91368906/photo
91417099;HSBGKH;BATAS 2 JEMBATAN CIMOYET;0046;RT 002 RW 012 DUSUN CIMAHPAR;3217010001;-6.980390013272;107.18582779169;3.5590000152588;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 09:47:13;2025-08-04 09:47:25;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91417099/photo
91614755;HSMMUL;BATAS 4 JL JOLOK;0046;RT 002 RW 012 DUSUN CIMAHPAR;3217010001;-6.9806921873975;107.19172999263;1.3999999761581;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 13:40:22;2025-08-04 13:40:29;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91614755/photo
91702250;HSRMFQ;BATAS 3 SAWAH BPK IMAM;0046;RT 002 RW 012 DUSUN CIMAHPAR;3217010001;-6.9846204332699;107.19274923205;1.2999999523163;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 15:10:31;2025-08-04 15:10:35;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91702250/photo
91422909;HSBOZT;BATAS 1 ARAH JEMBATAN CIMOYET;0047;RT 003 RW 012 DUSUN CIMAHPAR;3217010001;-6.9802747;107.1866128;3.6349999904633;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 09:53:47;2025-08-04 09:53:50;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91422909/photo
91491829;HSFMYN;BATAS 2 DEKET RUMAH BPK A HIDAYAT;0047;RT 003 RW 012 DUSUN CIMAHPAR;3217010001;-6.9771647;107.1874414;3.0680000782013;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 11:01:53;2025-08-04 11:02:23;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91491829/photo
91604939;HSLYGX;BATAS 3 RUMAH IBU AAT;0047;RT 003 RW 012 DUSUN CIMAHPAR;3217010001;-6.9818636;107.1918341;2;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 13:28:17;2025-08-04 13:28:29;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91604939/photo
91431142;HSCBEK;BATAS 1 JL ARAH MASKID DKM DARUL MUTAKIM CIPIRING;0048;RT 004 RW 012 DUSUN CIMAHPAR;3217010001;-6.9772541132242;107.18741733581;3.3450000286102;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 10:02:12;2025-08-04 10:02:19;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91431142/photo
91448286;HSDANU;BATAS 2 KEBON PISANG SAMPING CISOKAN;0048;RT 004 RW 012 DUSUN CIMAHPAR;3217010001;-6.9731896919378;107.18868535012;5.0549998283386;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 10:19:55;2025-08-04 10:20:02;Dani hamdani;https://wilkerstat.bps.go.id/api/landmark/91448286/photo
