id;wid;nama;nm_project;deskripsi_project;iddesa;latitude;longitude;accuracy;status;kode_kategori;kategori_landmark;kode_landmark_tipe;tipe_landmark;user_created_at;user_upload_at;user_creator_nama;photo_url
89987974;HOXYHY;RUMAH BIDAN WANTI;0003;RT 003 RW 001;3205010006;-7.4042606382559;107.53570687026;6.3140001296997;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 12:36:56;2025-08-01 12:36:58;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/89987974/photo
89989692;HOYAWA;RUMAH IBU YUSNIAR;0003;RT 003 RW 001;3205010006;-7.4050722222981;107.53245804459;8.2869997024536;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 12:44:41;2025-08-01 12:44:43;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/89989692/photo
90008828;HOZDEA;JALAN DESA KP CIBADAK;0003;RT 003 RW 001;3205010006;-7.4086473635439;107.53061771393;7.3920001983643;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 13:39:10;2025-08-01 13:39:12;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/90008828/photo
90021235;HOZVNF;SAWAH PA ABOY;0003;RT 003 RW 001;3205010006;-7.4082776488032;107.53419678658;4.7859997749329;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-01 14:01:31;2025-08-01 14:01:41;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/90021235/photo
90203314;HPKEWG;SAWAH PA ARUK;0004;RT 004 RW 001;3205010006;-7.4012217564313;107.53108810633;9.0629997253418;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 08:05:04;2025-08-02 08:05:08;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/90203314/photo
90212162;HPKRYO;JEMABATAN CIBIUK DESA SUKAJAYA;0004;RT 004 RW 001;3205010006;-7.3984638034355;107.54297062755;10.020000457764;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 08:25:04;2025-08-02 08:25:09;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/90212162/photo
90221724;HPLGCI;JALAN LINGKUNGAN MEKAR SAWARGI;0004;RT 004 RW 001;3205010006;-7.4033104080932;107.53516003489;4.798999786377;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 08:42:03;2025-08-02 08:42:05;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/90221724/photo
90249969;HPMVWR;SAWAH PA IDIN;0004;RT 004 RW 001;3205010006;-7.3903727110857;107.53627315164;4.5349998474121;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-02 09:20:24;2025-08-02 09:20:26;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/90249969/photo
90636323;HQIVKL;SENTRA INDUSTRI GULA AREN;0004;RT 004 RW 001;3205010006;-7.4025217620505;107.53314401954;3.8469998836517;1;1720;Konsentrasi Ekonomi;162050;Kawasan Industri/Sentra Industri;2025-08-02 16:21:18;2025-08-02 16:21:19;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/90636323/photo
91589047;HSLATR;POS RONDA KAMPUNG CISALAK 1;0011;RT 001 RW 003;3205010006;-7.4022933470185;107.53768868744;7.875;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 13:06:00;2025-08-04 13:06:04;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/91589047/photo
91606302;HSMAHI;SAWAH PAK MADIN;0011;RT 001 RW 003;3205010006;-7.4009557701546;107.53717839718;11.069999694824;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 13:30:11;2025-08-04 13:30:13;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/91606302/photo
91616524;HSMPKM;RUMAH IBU ATIKAH;0011;RT 001 RW 003;3205010006;-7.402076;107.537095;12.5640001297;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 13:42:35;2025-08-04 13:42:37;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/91616524/photo
91651558;HSOPFY;JALAN LINGKUNGAN KP CIPULUS DESA SUKAJAYA;0011;RT 001 RW 003;3205010006;-7.4034061;107.5352205;12.767000198364;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-04 14:22:07;2025-08-04 14:22:08;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/91651558/photo
91175209;HRNMOV;SAWAH IBU LIA;0016;RT 006 RW 003;3205010006;-7.403393195897;107.5356304273;10.649000167847;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-03 15:41:31;2025-08-03 15:41:33;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/91175209/photo
91184332;HROABS;JALAN PROVINSI KP SUKAMULYA;0016;RT 006 RW 003;3205010006;-7.4040368788533;107.53692191094;14.517999649048;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-03 15:51:00;2025-08-03 15:51:02;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/91184332/photo
91203262;HRPCBU;SAWAH PA DANDI;0016;RT 006 RW 003;3205010006;-7.4048930156266;107.53551710397;4.5500001907349;1;150;Batas Wilkerstat;15040;Batas SLS;2025-08-03 16:09:57;2025-08-03 16:09:59;KURNIAWAN JULIANSYAH;https://wilkerstat.bps.go.id/api/landmark/91203262/photo
